Total DE iterations: 60
--------------------------------------------------

Population size: 2000
Max iterations: 60

1, 1.1046E-01, 0.1799
2, 1.1046E-01, 0.1904
3, 9.9583E-02, 0.1972
4, 8.3302E-02, 0.1752
5, 8.3302E-02, 0.1606
6, 8.3302E-02, 0.1702
7, 8.3302E-02, 0.1707
8, 8.3302E-02, 0.1641
9, 8.3302E-02, 0.1817
10, 8.3302E-02, 0.1639
11, 8.3302E-02, 0.1788
12, 8.3302E-02, 0.1498
13, 8.2190E-02, 0.1540
14, 8.2190E-02, 0.1495
15, 8.2190E-02, 0.1632
16, 8.2190E-02, 0.1318
17, 8.2190E-02, 0.1391
18, 8.2190E-02, 0.1410
19, 8.2190E-02, 0.1368
20, 8.2190E-02, 0.1390
21, 8.2190E-02, 0.1385
22, 8.2190E-02, 0.1382
23, 8.2139E-02, 0.1265
24, 8.2139E-02, 0.1379
25, 8.2002E-02, 0.1274
26, 8.2002E-02, 0.1376
27, 8.0020E-02, 0.1189
28, 8.0020E-02, 0.1319
29, 8.0020E-02, 0.1234
30, 7.9972E-02, 0.1318
31, 7.9972E-02, 0.1221
32, 7.9972E-02, 0.1228
33, 7.9972E-02, 0.1540
34, 7.9972E-02, 0.1090
35, 7.9972E-02, 0.1129
36, 7.9972E-02, 0.1097
37, 7.9972E-02, 0.1051
38, 7.9972E-02, 0.1041
39, 7.9972E-02, 0.1015
40, 7.9972E-02, 0.1083
41, 7.9972E-02, 0.1031
42, 7.9972E-02, 0.1040
43, 7.9972E-02, 0.1001
44, 7.9972E-02, 0.1050
45, 7.9972E-02, 0.1035
46, 7.9972E-02, 0.1020
47, 7.9972E-02, 0.1036
48, 7.9972E-02, 0.1044
49, 7.9972E-02, 0.1029
50, 7.9972E-02, 0.1029
51, 7.9972E-02, 0.1032
52, 7.9972E-02, 0.1007
53, 7.9972E-02, 0.1003
54, 7.9863E-02, 0.1023
55, 7.9863E-02, 0.0998
56, 7.9863E-02, 0.1032
57, 7.9259E-02, 0.1015
58, 7.9259E-02, 0.1031
59, 7.9259E-02, 0.1001
60, 7.9259E-02, 0.0983
