1.719240000000000146e+04,3.536819999999999595e+02,4.000000000000000192e-04,1.000000000000000000e+00,4.000000000000000083e-02,3.540000000000000000e+02,1.952985320016722870e+00
2.011176000000000204e+04,3.546829999999999927e+02,3.499999999999999964e-04,9.999943168735883070e-01,9.999113407934919762e-01,4.416312764596862053e+02,2.965002317806198576e-06
2.367221999999999753e+04,3.556829999999999927e+02,2.833333333333333537e-04,9.999873717537294260e-01,9.999337855105829842e-01,4.416402690462587657e+02,2.293393697355299234e-06
2.795081999999999971e+04,3.566839999999999691e+02,2.333333333333333310e-04,9.999790146329868845e-01,9.999449987099109372e-01,4.416496480786860275e+02,2.125326416507865188e-06
3.423641999999999825e+04,3.637239999999999895e+02,4.666666666666666619e-04,9.999667170311911102e-01,9.999535205796197257e-01,4.416627211188139768e+02,2.049327390861715896e-06
3.630239999999999418e+04,3.647249999999999659e+02,4.833333333333333362e-04,9.999626698581672857e-01,9.999554340931485763e-01,4.416669421504853403e+02,2.037298939355207529e-06
3.834659999999999854e+04,3.657259999999999991e+02,4.833333333333333362e-04,9.999586628749144168e-01,9.999570654065480513e-01,4.416710972398302033e+02,2.028367792112242012e-06
4.031616000000000349e+04,3.667299999999999613e+02,5.166666666666666846e-04,9.999547998784228398e-01,9.999584403246004616e-01,4.416750849663937402e+02,2.021759799769411938e-06
4.221516000000000349e+04,3.677319999999999709e+02,5.333333333333333589e-04,9.999510731250256246e-01,9.999596200736607932e-01,4.416789186613336824e+02,2.016745612216898424e-06
4.403886000000000058e+04,3.687319999999999709e+02,5.500000000000000331e-04,9.999474921640530978e-01,9.999606443051578530e-01,4.416825923968311827e+02,2.012874641330567788e-06
4.580573999999999796e+04,3.697339999999999804e+02,5.666666666666667074e-04,9.999440209228479537e-01,9.999615526194760573e-01,4.416861458531893732e+02,2.009811572162486602e-06
4.747859999999999854e+04,3.707339999999999804e+02,5.999999999999999474e-04,9.999407327174996141e-01,9.999623468227892831e-01,4.416895058939886667e+02,2.007416969312465453e-06
4.905503999999999360e+04,3.717369999999999663e+02,6.333333333333332959e-04,9.999376325449697012e-01,9.999630433398012386e-01,4.416926690226068217e+02,2.005535456642629476e-06
5.054627999999999884e+04,3.727369999999999663e+02,6.666666666666666444e-04,9.999346985920655184e-01,9.999636603721222539e-01,4.416956587093706617e+02,2.004040851568779508e-06
5.194836000000000058e+04,3.737409999999999854e+02,7.166666666666665587e-04,9.999319388772062167e-01,9.999642066295415521e-01,4.416984677325527286e+02,2.002854514323106946e-06
5.328192000000000553e+04,3.747419999999999618e+02,7.500000000000000156e-04,9.999293129688916482e-01,9.999646982849995647e-01,4.417011379918433818e+02,2.001898218194714604e-06
5.452368000000000029e+04,3.757419999999999618e+02,8.000000000000000383e-04,9.999268668933664062e-01,9.999651336136277102e-01,4.417036233128305298e+02,2.001140875584308244e-06
5.568869999999999709e+04,3.767439999999999714e+02,8.666666666666666269e-04,9.999245711682148707e-01,9.999655238548745828e-01,4.417059541979746768e+02,2.000534303027125568e-06
5.677409999999999854e+04,3.777450000000000045e+02,9.166666666666666496e-04,9.999224316274618607e-01,9.999658727479957543e-01,4.417081251557667088e+02,2.000050610307792194e-06
5.779709999999999854e+04,3.787459999999999809e+02,9.833333333333332382e-04,9.999204144622512169e-01,9.999661895223338481e-01,4.417101708307425270e+02,1.999659901941582377e-06
5.875218000000000029e+04,3.797459999999999809e+02,1.049999999999999935e-03,9.999185306730876688e-01,9.999664753915916693e-01,4.417120803354096665e+02,1.999347288877520286e-06
5.963394000000000233e+04,3.807489999999999668e+02,1.133333333333333415e-03,9.999167910283250915e-01,9.999667313676291469e-01,4.417138429959551331e+02,1.999099829162781696e-06
6.047760000000000582e+04,3.817519999999999527e+02,1.183333333333333329e-03,9.999151261284437986e-01,9.999669695479297404e-01,4.417155293022151454e+02,1.998897332272715911e-06
6.125141999999999825e+04,3.827549999999999955e+02,1.299999999999999940e-03,9.999135986883960214e-01,9.999671825256642999e-01,4.417170758757586100e+02,1.998739078840027250e-06
6.197748000000000320e+04,3.837559999999999718e+02,1.383333333333333420e-03,9.999121652047088249e-01,9.999673778191936480e-01,4.417185268975954955e+02,1.998613016500464344e-06
6.265955999999999767e+04,3.847569999999999482e+02,1.466666666666666683e-03,9.999108182726147431e-01,9.999675574590010108e-01,4.417198899563514374e+02,1.998513243551285760e-06
6.328757999999999447e+04,3.857589999999999577e+02,1.600000000000000077e-03,9.999095778555767700e-01,9.999677197193619360e-01,4.417211449350584189e+02,1.998436526201573027e-06
6.387792000000000553e+04,3.867609999999999673e+02,1.699999999999999905e-03,9.999084116517900078e-01,9.999678696006154555e-01,4.417223245854607967e+02,1.998377023289756821e-06
6.441989999999999418e+04,3.877659999999999627e+02,1.850000000000000082e-03,9.999073408034279131e-01,9.999680050238738405e-01,4.417234075798792219e+02,1.998332690573704936e-06
6.493374000000000524e+04,3.887659999999999627e+02,1.950000000000000127e-03,9.999063253962987563e-01,9.999681315475938970e-01,4.417244343318561732e+02,1.998299401246060786e-06
